________Date,________Time,______Sample,___CPU_tempR,_sense_TempR,__sense_HumR,_sense_PresR,___DHT_TempR,____DHT_HumR,__temp_diffR,___hum_diffR,temp_factorR,_hum_factorR
210613,105255,73,48.85,33.99,50.4,1021.59,26.1,64.6,7.89,-14.2,1.88,0.11
210613,105334,74,49.39,33.99,50.71,1021.64,26.1,64.6,7.89,-13.89,1.95,0.1
210613,105414,75,48.31,34.06,50.41,1021.63,26.1,64.5,7.96,-14.09,1.79,0.15
210613,105453,76,48.85,34.06,50.55,1021.61,26.1,64.5,7.96,-13.95,1.86,0.12
210613,105533,77,49.39,34.1,50.38,1021.6,26.1,64.4,8.0,-14.02,1.91,0.07
210613,105613,78,49.39,34.06,50.26,1021.65,26.1,64.5,7.96,-14.24,1.93,0.06
210613,105652,79,49.39,34.15,50.01,1021.63,26.1,64.4,8.05,-14.39,1.89,0.04
210613,105732,80,49.39,34.15,50.43,1021.62,26.1,64.5,8.05,-14.07,1.89,0.07
210613,105812,81,49.39,34.24,50.52,1021.59,26.1,64.5,8.14,-13.98,1.86,0.08
210613,105851,82,48.85,34.23,50.2,1021.59,26.1,64.5,8.13,-14.3,1.8,0.09
210613,105931,83,49.39,34.35,50.1,1021.6,26.1,64.5,8.25,-14.4,1.82,0.05
210613,110011,84,49.39,34.26,50.14,1021.61,26.1,64.6,8.16,-14.46,1.85,0.05
210613,110210,85,49.39,34.34,50.08,1021.6,26.1,64.5,8.24,-14.42,1.83,0.05
210613,110249,86,49.39,34.35,49.97,1021.6,26.1,64.6,8.25,-14.63,1.82,0.04
210613,110329,87,49.39,34.32,50.09,1021.6,26.1,64.7,8.22,-14.61,1.83,0.05
210613,110409,88,49.39,34.3,50.15,1021.62,26.1,64.0,8.2,-13.85,1.84,0.05
210613,110448,89,49.39,34.32,50.55,1021.61,26.1,65.0,8.22,-14.45,1.83,0.08
210613,110528,90,49.93,34.24,50.46,1021.62,26.1,64.9,8.14,-14.44,1.93,0.04
210613,110608,91,49.39,34.12,50.72,1021.63,26.1,64.9,8.02,-14.18,1.9,0.09
210613,110647,92,49.39,34.19,50.35,1021.57,26.1,65.1,8.09,-14.75,1.88,0.07
210613,110727,93,49.39,34.37,50.63,1021.6,26.1,65.0,8.27,-14.37,1.82,0.09
210613,110807,94,49.39,34.32,50.41,1021.6,26.1,65.1,8.22,-14.69,1.83,0.07
210613,110846,95,49.39,34.14,50.18,1021.6,26.1,65.0,8.04,-14.82,1.9,0.05
210613,110926,96,49.39,34.28,50.37,1021.59,26.1,65.0,8.18,-14.63,1.85,0.07
210613,111006,97,49.39,34.3,50.38,1021.58,26.1,65.0,8.2,-14.62,1.84,0.07
210613,111045,98,49.39,34.23,50.26,1021.61,26.1,65.0,8.13,-14.74,1.86,0.06
210613,111125,99,49.39,34.35,50.69,1021.59,26.1,65.0,8.25,-14.31,1.82,0.09
210613,111205,100,49.93,34.21,50.57,1021.61,26.1,65.0,8.11,-14.43,1.94,0.04
210613,111244,101,48.31,34.24,50.86,1021.6,26.1,65.2,8.14,-14.34,1.73,0.18
210613,111324,102,49.39,34.26,50.64,1021.57,26.1,65.2,8.16,-14.56,1.85,0.09
210613,111404,103,49.39,34.34,50.49,1021.64,26.1,64.8,8.24,-14.31,1.83,0.08
210613,111443,104,49.39,34.34,50.39,1021.61,26.1,65.0,8.24,-14.61,1.83,0.07
210613,111523,105,49.39,34.3,50.58,1021.58,26.1,64.2,8.2,-13.62,1.84,0.09
210613,111603,106,49.39,34.39,50.62,1021.58,26.1,65.3,8.29,-14.68,1.81,0.08
210613,111642,107,49.39,33.95,51.02,1021.6,26.1,65.2,7.85,-14.18,1.97,0.11
210613,111722,108,48.85,34.06,50.96,1021.58,26.1,64.9,7.96,-13.94,1.86,0.15
210613,111802,109,48.85,34.06,51.3,1021.61,26.2,64.8,7.86,-13.5,1.88,0.18
210613,111841,110,49.39,34.03,51.18,1021.62,26.2,64.4,7.83,-13.22,1.96,0.14
210613,111921,111,49.39,34.08,51.34,1021.62,26.2,65.1,7.88,-13.76,1.94,0.14
210613,112001,112,49.39,34.03,51.76,1021.63,26.2,65.4,7.83,-13.64,1.96,0.17
210613,112120,113,49.39,34.14,51.78,1021.61,26.1,65.9,8.04,-14.12,1.9,0.17
210613,112200,114,49.39,34.14,51.28,1021.62,26.2,66.3,7.94,-15.02,1.92,0.13
210613,112319,115,49.93,34.19,51.62,1021.59,26.2,66.1,7.99,-14.48,1.97,0.12
210613,112359,116,49.39,34.17,51.38,1021.6,26.2,66.4,7.97,-15.02,1.91,0.13
210613,112438,117,49.39,34.21,51.65,1021.55,26.2,66.1,8.01,-14.45,1.9,0.16
210613,112518,118,48.85,34.19,51.74,1021.57,26.2,66.5,7.99,-14.76,1.83,0.2
210613,112637,119,49.39,34.32,51.44,1021.57,26.1,66.3,8.22,-14.86,1.83,0.14
210613,112757,120,49.39,34.26,51.53,1021.57,26.2,66.6,8.06,-15.07,1.88,0.14
210613,112836,121,49.39,34.26,51.39,1021.5,26.2,66.9,8.06,-15.51,1.88,0.13
210613,112916,122,49.39,34.44,51.06,1021.57,26.2,66.8,8.24,-15.74,1.81,0.11
210613,113115,123,49.39,34.32,51.33,1021.55,26.2,66.5,8.12,-15.17,1.86,0.13
210613,113155,124,48.85,34.35,51.28,1021.55,26.2,66.5,8.15,-15.22,1.78,0.16
210613,113234,125,49.39,34.43,51.41,1021.55,26.1,66.5,8.33,-15.09,1.8,0.13
210613,113314,126,49.39,34.46,50.9,1021.56,26.2,66.6,8.26,-15.7,1.81,0.1
210613,113433,127,49.39,34.39,51.29,1021.55,26.2,66.6,8.19,-15.31,1.83,0.12
210613,113513,128,49.39,34.48,51.23,1021.56,26.2,66.5,8.28,-15.27,1.8,0.12
210613,113553,129,49.39,34.43,50.97,1021.56,26.2,66.5,8.23,-15.53,1.82,0.1
210613,113632,130,49.93,34.39,50.76,1021.54,26.1,66.5,8.29,-15.74,1.87,0.05
210613,113712,131,49.39,34.46,50.71,1021.51,26.2,66.6,8.26,-15.89,1.81,0.08
210613,113752,132,49.39,34.35,50.88,1021.53,26.2,66.6,8.15,-15.72,1.85,0.09
210613,113831,133,49.93,34.46,51.08,1021.47,26.2,66.5,8.26,-15.42,1.87,0.07
210613,113911,134,49.39,34.37,51.07,1021.55,26.2,66.6,8.17,-15.53,1.84,0.11
210613,113951,135,49.93,34.37,51.08,1021.56,26.2,66.4,8.17,-15.32,1.9,0.08
210613,114030,136,49.39,34.21,51.28,1021.55,26.2,66.6,8.01,-15.32,1.9,0.12
210613,114110,137,49.39,34.43,50.83,1021.52,26.1,66.5,8.33,-15.67,1.8,0.09
210613,114149,138,49.39,34.34,51.03,1021.54,26.1,66.5,8.24,-15.47,1.83,0.11
210613,114229,139,49.39,34.46,51.13,1021.51,26.2,66.6,8.26,-15.47,1.81,0.11
210613,114428,140,49.39,34.59,50.89,1021.54,26.1,66.4,8.49,-15.51,1.74,0.1
210613,114508,141,49.93,34.46,50.63,1021.56,26.1,66.4,8.36,-15.77,1.85,0.04
210613,114547,142,49.93,34.52,50.64,1021.54,26.2,66.5,8.32,-15.86,1.85,0.04
210613,114627,143,49.93,34.52,50.75,1021.53,26.2,66.5,8.32,-15.75,1.85,0.05
210613,114707,144,49.93,34.48,50.8,1021.57,26.2,66.6,8.28,-15.8,1.87,0.06
210613,114746,145,49.93,34.5,50.79,1021.58,26.2,66.5,8.3,-15.71,1.86,0.05
210613,114906,146,50.46,34.55,50.3,1021.57,26.2,66.6,8.35,-16.3,1.91,-0.01
210613,114945,147,49.93,34.37,51.47,1021.56,26.2,66.6,8.17,-15.13,1.9,0.1
210613,115025,148,49.39,34.48,51.35,1021.6,26.2,66.6,8.28,-15.25,1.8,0.13
210613,115105,149,49.39,34.59,51.04,1021.59,26.2,66.6,8.39,-15.56,1.76,0.11
210613,115144,150,49.93,34.63,51.19,1021.6,26.2,66.8,8.43,-15.61,1.81,0.08
210613,115224,151,49.39,34.41,51.15,1021.6,26.2,66.7,8.21,-15.55,1.82,0.11
210613,115304,152,49.39,34.43,50.89,1021.61,26.2,66.9,8.23,-16.01,1.82,0.09
210613,115343,153,49.39,34.53,51.02,1021.6,26.2,66.6,8.33,-15.58,1.78,0.1
210613,115423,154,49.39,34.52,51.12,1021.59,26.2,66.7,8.32,-15.58,1.79,0.11
210613,115503,155,49.39,34.5,50.63,1021.63,26.2,66.4,8.3,-15.77,1.79,0.08
210613,115542,156,49.39,34.52,50.57,1021.59,26.2,66.5,8.32,-15.93,1.79,0.07
210613,115622,157,49.93,34.46,50.45,1021.65,26.2,66.4,8.26,-15.95,1.87,0.03
210613,115702,158,50.46,34.52,50.83,1021.59,26.2,66.3,8.32,-15.47,1.92,0.02
210613,115741,159,49.39,34.44,50.55,1021.63,26.2,66.2,8.24,-15.65,1.81,0.07
210613,115821,160,49.93,34.61,50.49,1021.62,26.2,66.2,8.41,-15.71,1.82,0.04
210613,115901,161,49.39,34.57,50.72,1021.66,26.2,66.0,8.37,-15.28,1.77,0.09
210613,115940,162,49.39,34.5,50.45,1021.62,26.2,66.0,8.3,-15.55,1.79,0.07
210613,120100,163,49.39,34.57,50.33,1021.68,26.2,66.0,8.37,-15.67,1.77,0.06
210613,120219,164,49.39,34.52,50.86,1021.7,26.2,66.0,8.32,-15.14,1.79,0.1
210613,120418,165,49.39,34.55,50.71,1021.73,26.2,66.0,8.35,-15.29,1.78,0.09
210613,120458,166,49.93,34.64,50.43,1021.73,26.2,66.1,8.44,-15.67,1.81,0.03
210613,120537,167,50.46,34.48,50.15,1021.75,26.2,66.0,8.28,-15.85,1.93,-0.02
210613,120617,168,49.93,34.48,50.8,1021.74,26.2,66.0,8.28,-15.2,1.87,0.06
210613,120657,169,49.39,34.37,50.63,1021.74,26.2,66.0,8.17,-15.37,1.84,0.08
210613,120736,170,49.93,34.48,50.53,1021.78,26.2,66.0,8.28,-15.47,1.87,0.04
210613,120816,171,49.39,34.5,50.34,1021.77,26.2,66.0,8.3,-15.66,1.79,0.06
210613,120856,172,49.39,34.52,49.94,1021.78,26.2,66.2,8.32,-16.26,1.79,0.03
210613,120935,173,49.39,34.57,50.72,1021.81,26.2,66.2,8.37,-15.48,1.77,0.09
210613,121015,174,49.39,34.44,49.96,1021.82,26.2,66.2,8.24,-16.24,1.81,0.04
210613,121055,175,49.93,34.55,50.1,1021.83,26.2,66.1,8.35,-16.0,1.84,0.01
210613,121134,176,49.93,34.53,50.47,1021.86,26.2,65.8,8.33,-15.33,1.85,0.04
210613,121214,177,49.93,34.57,50.26,1021.83,26.2,65.6,8.37,-15.34,1.84,0.02
210613,121254,178,49.39,34.04,50.69,1021.84,26.2,66.1,7.84,-15.41,1.96,0.08
210613,121333,179,49.93,34.48,51.06,1021.86,26.2,66.2,8.28,-15.14,1.87,0.07
210613,121413,180,49.93,34.61,51.06,1021.88,26.2,65.7,8.41,-14.64,1.82,0.08
